Organ,0007,0018,0020,0021,0023
Aorta,0.4063523511091868,0.0,0.0,0.0,0.0
Colon cancer,0.0,0.2080668993294239,0.0,0.0,0.0
Esophagus,0.2740392213066419,0.0,0.0,0.0,0.0
Gallbladder,0.17638025432825089,0.0,0.0,0.0,0.0
Inferior vena cava,0.4285057882467906,0.0,0.0,0.0,0.0
Left adrenal gland,0.14326425145069757,0.0,0.0,0.0,0.0
Left kidney,0.38546977937221527,0.0,0.0,0.0,0.0
Liver,0.38518481453259784,0.0,0.3286211669996933,0.0,0.0
Liver tumor,0.0,0.0,0.0,0.0,0.0
Lung tumor,0.0,0.0,0.0,0.2286905703636316,0.0
Pancreas,0.13284450893600783,0.0,0.0,0.0,0.0
Portal/splenic vein,0.08813951040307681,0.0,0.0,0.0,0.0
Right adrenal gland,0.11954081244766712,0.0,0.0,0.0,0.0
Right kidney,0.3797318985064824,0.0,0.0,0.0,0.0
Spleen,0.3654572442173958,0.0,0.0,0.0,0.37181351085503894
Stomach,0.336936391890049,0.0,0.0,0.0,0.0
