Organ,0007,0018,0020,0021,0023
Aorta,0.05610315781086683,0.0,0.0,0.0,0.0
Colon cancer,0.0,0.21678205340252205,0.0,0.0,0.0
Esophagus,0.18459116232891878,0.0,0.0,0.0,0.0
Gallbladder,0.08021614483247201,0.0,0.0,0.0,0.0
Inferior vena cava,0.04820957073631386,0.0,0.0,0.0,0.0
Left adrenal gland,0.11828056971232097,0.0,0.0,0.0,0.0
Left kidney,0.04240452048058311,0.0,0.0,0.0,0.0
Liver,0.03726245717067892,0.0,0.16012877630742473,0.0,0.0
Liver tumor,0.0,0.0,0.0,0.0,0.0
Lung tumor,0.0,0.0,0.0,0.2678717002272606,0.0
Pancreas,0.0059015726631817715,0.0,0.0,0.0,0.0
Portal/splenic vein,0.00038916905759833753,0.0,0.0,0.0,0.0
Right adrenal gland,0.09837516381715734,0.0,0.0,0.0,0.0
Right kidney,0.07726700666050117,0.0,0.0,0.0,0.0
Spleen,0.02689061621883108,0.0,0.0,0.0,0.05794786744647556
Stomach,0.014454427505067239,0.0,0.0,0.0,0.0
