Organ,0007,0018,0020,0021,0023
Aorta,0.8668802579243978,0.0,0.0,0.0,0.0
Colon cancer,0.0,0.6387096643089675,0.0,0.0,0.0
Esophagus,0.6017783929904302,0.0,0.0,0.0,0.0
Gallbladder,0.7426885068416595,0.0,0.0,0.0,0.0
Inferior vena cava,0.6999905159076055,0.0,0.0,0.0,0.0
Left adrenal gland,0.5558865467707316,0.0,0.0,0.0,0.0
Left kidney,0.9015153447786967,0.0,0.0,0.0,0.0
Liver,0.9419075946013132,0.0,0.8680582912983718,0.0,0.0
Liver tumor,0.0,0.0,0.0,0.0,0.0
Lung tumor,0.0,0.0,0.0,0.6283973317879897,0.0
Pancreas,0.72191321849823,0.0,0.0,0.0,0.0
Portal/splenic vein,0.026820552186109126,0.0,0.0,0.0,0.0
Right adrenal gland,0.5456402252117792,0.0,0.0,0.0,0.0
Right kidney,0.9072396655877432,0.0,0.0,0.0,0.0
Spleen,0.7283574479321638,0.0,0.0,0.0,0.9406628873613145
Stomach,0.7022282679875692,0.0,0.0,0.0,0.0
