Organ,0007,0018,0020,0021,0023
Aorta,0.4318750152985255,0.0,0.0,0.0,0.0
Colon cancer,0.0,0.19781512308579224,0.0,0.0,0.0
Esophagus,0.23832164953152338,0.0,0.0,0.0,0.0
Gallbladder,0.1866473580400149,0.0,0.0,0.0,0.0
Inferior vena cava,0.4011465633908908,0.0,0.0,0.0,0.0
Left adrenal gland,0.2034418135881424,0.0,0.0,0.0,0.0
Left kidney,0.44245920578638714,0.0,0.0,0.0,0.0
Liver,0.3580692708492279,0.0,0.4776350811675743,0.0,0.0
Liver tumor,0.0,0.0,0.0,0.0,0.0
Lung tumor,0.0,0.0,0.0,0.2174513408770928,0.0
Pancreas,0.15951977670192719,0.0,0.0,0.0,0.0
Portal/splenic vein,0.08237372028330962,0.0,0.0,0.0,0.0
Right adrenal gland,0.1787117806573709,0.0,0.0,0.0,0.0
Right kidney,0.3769863297541936,0.0,0.0,0.0,0.0
Spleen,0.38751915593942005,0.0,0.0,0.0,0.36925675802760655
Stomach,0.34378839035828906,0.0,0.0,0.0,0.0
